Název školy,Identifikační znak organizace,Resortní identifikátor právnické osoby,Zřizovatel,Typ třídy,Obor,Název oboru,Forma vzdělávání,Název vyššího územního samosprávného celku,Kód vyššího územního samosprávného celku dle číselníku ČSÚ,Název okresu,Kód okresu dle číselníku ČSÚ,Název správního obvodu obce s rozšířenou působností,Kód správního obvodu obce s rozšířenou působností dle číselníku ČSÚ,Název obce,Kód obce dle číselníku ČSÚ,Název ulice,Číslo popisné nebo evidenční podle typu čísla domovního,Typ čísla domovního,Číslo orientační,PSČ,Webové stránky,Název okresu bydliště studenta,Kód okresu bydliště studenta dle číselníku ČSÚ,Název obce bydliště studenta,Kód obce bydliště studenta dle číselníku ČSÚ,Počty studentů s trvalým bydlištěm v dané obci dojíždějící do vyšší odborné školy,Zápis vektorové geometrie,Zeměpisná délka v souřadnicovém systému WGS84,Zeměpisná šířka v souřadnicovém systému WGS84,Jedinečný identifikátor v katalogu otevřených dat Data KHK,ID,x2,y2
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Rychnov nad Kněžnou,CZ0524,Týniště nad Orlicí,576859,2,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2589,2055,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7842M02,Ekonomické lyceum,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Černilov,569917,2,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2600,2066,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7842M02,Ekonomické lyceum,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Stěžery,570931,2,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2606,2072,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7842M02,Ekonomické lyceum,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Náchod,CZ0523,Nové Město nad Metují,574279,2,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2611,2077,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7842M02,Ekonomické lyceum,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Rychnov nad Kněžnou,CZ0524,Lípa nad Orlicí,576476,2,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2622,2088,1764974.75666801,6484198.53274276
První soukromé jazykové gymnázium Hradec Králové spol. s r.o.,11583771,600011615,privátní sektor,běžná třída,7941K41,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Pardubice,CZ0532,Pardubice II,555126,2,POINT(50.217928 15.855364),15.855364,50.217928,SPSS2641,2102,1765011.04682201,6484103.02143297
První soukromé jazykové gymnázium Hradec Králové spol. s r.o.,11583771,600011615,privátní sektor,běžná třída,7941K41,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Pardubice,CZ0532,Pardubice III,557064,2,POINT(50.217928 15.855364),15.855364,50.217928,SPSS2643,2104,1765011.04682201,6484103.02143297
První soukromé jazykové gymnázium Hradec Králové spol. s r.o.,11583771,600011615,privátní sektor,běžná třída,7941K41,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Předměřice nad Labem,570672,2,POINT(50.217928 15.855364),15.855364,50.217928,SPSS2656,2117,1765011.04682201,6484103.02143297
První soukromé jazykové gymnázium Hradec Králové spol. s r.o.,11583771,600011615,privátní sektor,běžná třída,7941K41,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Všestary,571091,2,POINT(50.217928 15.855364),15.855364,50.217928,SPSS2660,2121,1765011.04682201,6484103.02143297
První soukromé jazykové gymnázium Hradec Králové spol. s r.o.,11583771,600011615,privátní sektor,běžná třída,7941K41,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Pardubice,CZ0532,Pardubice I,574716,2,POINT(50.217928 15.855364),15.855364,50.217928,SPSS2669,2130,1765011.04682201,6484103.02143297
První soukromé jazykové gymnázium Hradec Králové spol. s r.o.,11583771,600011615,privátní sektor,běžná třída,7941K41,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Pardubice,CZ0532,Býšť,574848,2,POINT(50.217928 15.855364),15.855364,50.217928,SPSS2671,2132,1765011.04682201,6484103.02143297
První soukromé jazykové gymnázium Hradec Králové spol. s r.o.,11583771,600011615,privátní sektor,běžná třída,7941K41,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Pardubice,CZ0532,Opatovice nad Labem,575429,2,POINT(50.217928 15.855364),15.855364,50.217928,SPSS2674,2135,1765011.04682201,6484103.02143297
První soukromé jazykové gymnázium Hradec Králové spol. s r.o.,11583771,600011615,privátní sektor,běžná třída,7941K41,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Svitavy,CZ0533,Svitavy,577731,2,POINT(50.217928 15.855364),15.855364,50.217928,SPSS2683,2144,1765011.04682201,6484103.02143297
První soukromé jazykové gymnázium Hradec Králové spol. s r.o.,11583771,600011615,privátní sektor,běžná třída,7941K41,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Trutnov,CZ0525,Trutnov,579025,2,POINT(50.217928 15.855364),15.855364,50.217928,SPSS2684,2145,1765011.04682201,6484103.02143297
První soukromé jazykové gymnázium Hradec Králové spol. s r.o.,11583771,600011615,privátní sektor,běžná třída,7941K41,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,bydliště mimo území ČR,999999,bydliště mimo území ČR,999999,2,POINT(50.217928 15.855364),15.855364,50.217928,SPSS2687,2148,1765011.04682201,6484103.02143297
První soukromé jazykové gymnázium Hradec Králové spol. s r.o.,11583771,600011615,privátní sektor,běžná třída,7941K61,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Třebechovice pod Orebem,571041,2,POINT(50.217928 15.855364),15.855364,50.217928,SPSS2706,2167,1765011.04682201,6484103.02143297
První soukromé jazykové gymnázium Hradec Králové spol. s r.o.,11583771,600011615,privátní sektor,běžná třída,7941K61,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Náchod,CZ0523,Jaroměř,574121,2,POINT(50.217928 15.855364),15.855364,50.217928,SPSS2713,2174,1765011.04682201,6484103.02143297
První soukromé jazykové gymnázium Hradec Králové spol. s r.o.,11583771,600011615,privátní sektor,běžná třída,7941K61,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Pardubice,CZ0532,Pardubice I,574716,2,POINT(50.217928 15.855364),15.855364,50.217928,SPSS2715,2176,1765011.04682201,6484103.02143297
První soukromé jazykové gymnázium Hradec Králové spol. s r.o.,11583771,600011615,privátní sektor,běžná třída,7941K61,Gymnázium,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Pardubice,CZ0532,Srch,575682,2,POINT(50.217928 15.855364),15.855364,50.217928,SPSS2720,2181,1765011.04682201,6484103.02143297
"Soukromá střední škola podnikatelská - ALTMAN, s.r.o.",60115645,600012093,privátní sektor,běžná třída,6341M01,Ekonomika a podnikání,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Mladá Boleslav,CZ0207,Mladá Boleslav ,535419,2,POINT(50.437871 15.346557),15.346557,50.437871,SPSS2733,2194,1708370.91066996,6522455.56913105
"Soukromá střední škola podnikatelská - ALTMAN, s.r.o.",60115645,600012093,privátní sektor,běžná třída,6341M01,Ekonomika a podnikání,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Jičín,CZ0522,Lázně Bělohrad,573094,2,POINT(50.437871 15.346557),15.346557,50.437871,SPSS2748,2209,1708370.91066996,6522455.56913105
"Soukromá střední škola podnikatelská - ALTMAN, s.r.o.",60115645,600012093,privátní sektor,běžná třída,6441L51,Podnikání,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Jičín,CZ0522,Nová Paka,573248,2,POINT(50.437871 15.346557),15.346557,50.437871,SPSS2785,2246,1708370.91066996,6522455.56913105
"Soukromá střední škola podnikatelská - ALTMAN, s.r.o.",60115645,600012093,privátní sektor,běžná třída,6441L51,Podnikání,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Jičín,CZ0522,Stará Paka,573507,2,POINT(50.437871 15.346557),15.346557,50.437871,SPSS2787,2248,1708370.91066996,6522455.56913105
"Soukromá střední škola podnikatelská - ALTMAN, s.r.o.",60115645,600012093,privátní sektor,běžná třída,6441L51,Podnikání,dálková,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Jičín,CZ0522,Hořice,572926,2,POINT(50.437871 15.346557),15.346557,50.437871,SPSS2795,2256,1708370.91066996,6522455.56913105
"Soukromá střední škola podnikatelská - ALTMAN, s.r.o.",60115645,600012093,privátní sektor,běžná třída,6441L51,Podnikání,dálková,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Semily,CZ0514,Jilemnice,577197,2,POINT(50.437871 15.346557),15.346557,50.437871,SPSS2807,2268,1708370.91066996,6522455.56913105
"Střední odborná škola a Střední odborné učiliště, Hradec Králové, Vocelova 1338",175790,600170764,kraj,běžná třída,2345M01,Dopravní prostředky,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Nový Bydžov,570508,2,POINT(50.219916 15.815832),15.815832,50.219916,SPSS2954,2279,1760610.36471197,6484448.88545421
"Střední odborná škola a Střední odborné učiliště, Hradec Králové, Vocelova 1338",175790,600170764,kraj,běžná třída,2345M01,Dopravní prostředky,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Chrudim,CZ0531,Chrudim,571164,2,POINT(50.219916 15.815832),15.815832,50.219916,SPSS2957,2282,1760610.36471197,6484448.88545421
"Střední odborná škola a Střední odborné učiliště, Hradec Králové, Vocelova 1338",175790,600170764,kraj,běžná třída,2345M01,Dopravní prostředky,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Náchod,CZ0523,Náchod,573868,2,POINT(50.219916 15.815832),15.815832,50.219916,SPSS2963,2288,1760610.36471197,6484448.88545421
"Střední odborná škola a Střední odborné učiliště, Hradec Králové, Vocelova 1338",175790,600170764,kraj,běžná třída,2345M01,Dopravní prostředky,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Trutnov,CZ0525,Dubenec,579190,2,POINT(50.219916 15.815832),15.815832,50.219916,SPSS2977,2302,1760610.36471197,6484448.88545421
"Střední odborná škola a Střední odborné učiliště, Hradec Králové, Vocelova 1338",175790,600170764,kraj,běžná třída,2355H01,Klempíř,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Rychnov nad Kněžnou,CZ0524,Týniště nad Orlicí,576859,2,POINT(50.219916 15.815832),15.815832,50.219916,SPSS2995,2320,1760610.36471197,6484448.88545421
"Střední odborná škola a Střední odborné učiliště, Hradec Králové, Vocelova 1338",175790,600170764,kraj,běžná třída,2355H02,Karosář,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Jičín,CZ0522,Hořice,572926,2,POINT(50.219916 15.815832),15.815832,50.219916,SPSS3002,2327,1760610.36471197,6484448.88545421
"Střední odborná škola a Střední odborné učiliště, Hradec Králové, Vocelova 1338",175790,600170764,kraj,běžná třída,2368H01,Mechanik opravář motorových vozidel,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Lochenice,570311,2,POINT(50.219916 15.815832),15.815832,50.219916,SPSS3039,2364,1760610.36471197,6484448.88545421
"Střední odborná škola a Střední odborné učiliště, Hradec Králové, Vocelova 1338",175790,600170764,kraj,běžná třída,2368H01,Mechanik opravář motorových vozidel,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Smiřice,570877,2,POINT(50.219916 15.815832),15.815832,50.219916,SPSS3041,2366,1760610.36471197,6484448.88545421
"Střední odborná škola a Střední odborné učiliště, Hradec Králové, Vocelova 1338",175790,600170764,kraj,běžná třída,2368H01,Mechanik opravář motorových vozidel,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Náchod,CZ0523,Náchod,573868,2,POINT(50.219916 15.815832),15.815832,50.219916,SPSS3053,2378,1760610.36471197,6484448.88545421
"Střední odborná škola a Střední odborné učiliště, Hradec Králové, Vocelova 1338",175790,600170764,kraj,běžná třída,2368H01,Mechanik opravář motorových vozidel,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Náchod,CZ0523,Heřmanice,574040,2,POINT(50.219916 15.815832),15.815832,50.219916,SPSS3054,2379,1760610.36471197,6484448.88545421
"Střední odborná škola a Střední odborné učiliště, Hradec Králové, Vocelova 1338",175790,600170764,kraj,běžná třída,2368H01,Mechanik opravář motorových vozidel,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Pardubice,CZ0532,Opatovice nad Labem,575429,2,POINT(50.219916 15.815832),15.815832,50.219916,SPSS3069,2394,1760610.36471197,6484448.88545421
"Střední odborná škola a Střední odborné učiliště, Hradec Králové, Vocelova 1338",175790,600170764,kraj,běžná třída,2368H01,Mechanik opravář motorových vozidel,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Jílovice,576352,2,POINT(50.219916 15.815832),15.815832,50.219916,SPSS3075,2400,1760610.36471197,6484448.88545421
"Střední odborná škola a Střední odborné učiliště, Hradec Králové, Vocelova 1338",175790,600170764,kraj,běžná třída,2368H01,Mechanik opravář motorových vozidel,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Rychnov nad Kněžnou,CZ0524,Týniště nad Orlicí,576859,2,POINT(50.219916 15.815832),15.815832,50.219916,SPSS3079,2404,1760610.36471197,6484448.88545421
"Střední odborná škola a Střední odborné učiliště, Hradec Králové, Vocelova 1338",175790,600170764,kraj,běžná třída,2368H01,Mechanik opravář motorových vozidel,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Trutnov,CZ0525,Hostinné,579297,2,POINT(50.219916 15.815832),15.815832,50.219916,SPSS3085,2410,1760610.36471197,6484448.88545421
"Střední odborná škola a Střední odborné učiliště, Hradec Králové, Vocelova 1338",175790,600170764,kraj,běžná třída,2368H01,Mechanik opravář motorových vozidel,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Trutnov,CZ0525,Kocbeře,579394,2,POINT(50.219916 15.815832),15.815832,50.219916,SPSS3086,2411,1760610.36471197,6484448.88545421
"Střední odborná škola a Střední odborné učiliště, Hradec Králové, Vocelova 1338",175790,600170764,kraj,běžná třída,2368H01,Mechanik opravář motorových vozidel,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Trutnov,CZ0525,Mladé Buky,579548,2,POINT(50.219916 15.815832),15.815832,50.219916,SPSS3089,2414,1760610.36471197,6484448.88545421
